Experiment,SRC_id,HRC_id,File,PVS_id,Tester_id,Score,Is_training,Exp_type,Exp_design
20.0,200001.0,200000.0,its4s2_Aerial002-airplanes_blur,200001.0,20013.0,3.0,False,img,nr
20.0,200001.0,200000.0,its4s2_Aerial002-airplanes_blur,200001.0,20014.0,3.0,False,img,nr
20.0,200001.0,200000.0,its4s2_Aerial002-airplanes_blur,200001.0,20015.0,3.0,False,img,nr
20.0,200001.0,200000.0,its4s2_Aerial002-airplanes_blur,200001.0,20016.0,3.0,False,img,nr
20.0,200002.0,200000.0,its4s2_Aerial003-airplanes_blur,200002.0,20001.0,4.0,False,img,nr
20.0,200002.0,200000.0,its4s2_Aerial003-airplanes_blur,200002.0,20002.0,4.0,False,img,nr
20.0,200002.0,200000.0,its4s2_Aerial003-airplanes_blur,200002.0,20003.0,4.0,False,img,nr
20.0,200002.0,200000.0,its4s2_Aerial003-airplanes_blur,200002.0,20004.0,5.0,False,img,nr
20.0,200002.0,200000.0,its4s2_Aerial003-airplanes_blur,200002.0,20005.0,5.0,False,img,nr
20.0,200002.0,200000.0,its4s2_Aerial003-airplanes_blur,200002.0,20006.0,3.0,False,img,nr
20.0,200002.0,200000.0,its4s2_Aerial003-airplanes_blur,200002.0,20007.0,5.0,False,img,nr
20.0,200002.0,200000.0,its4s2_Aerial003-airplanes_blur,200002.0,20008.0,4.0,False,img,nr
20.0,200002.0,200000.0,its4s2_Aerial003-airplanes_blur,200002.0,20009.0,4.0,False,img,nr
20.0,200002.0,200000.0,its4s2_Aerial003-airplanes_blur,200002.0,20010.0,3.0,False,img,nr
20.0,200002.0,200000.0,its4s2_Aerial003-airplanes_blur,200002.0,20011.0,5.0,False,img,nr
20.0,200002.0,200000.0,its4s2_Aerial003-airplanes_blur,200002.0,20012.0,3.0,False,img,nr
20.0,200002.0,200000.0,its4s2_Aerial003-airplanes_blur,200002.0,20013.0,5.0,False,img,nr
20.0,200002.0,200000.0,its4s2_Aerial003-airplanes_blur,200002.0,20014.0,3.0,False,img,nr
20.0,200002.0,200000.0,its4s2_Aerial003-airplanes_blur,200002.0,20015.0,5.0,False,img,nr
20.0,200002.0,200000.0,its4s2_Aerial003-airplanes_blur,200002.0,20016.0,4.0,False,img,nr
20.0,200003.0,200000.0,its4s2_Aerial004-airplanes_blur,200003.0,20001.0,4.0,False,img,nr
20.0,200003.0,200000.0,its4s2_Aerial004-airplanes_blur,200003.0,20002.0,4.0,False,img,nr
20.0,200003.0,200000.0,its4s2_Aerial004-airplanes_blur,200003.0,20003.0,4.0,False,img,nr
20.0,200003.0,200000.0,its4s2_Aerial004-airplanes_blur,200003.0,20004.0,5.0,False,img,nr
20.0,200003.0,200000.0,its4s2_Aerial004-airplanes_blur,200003.0,20005.0,4.0,False,img,nr
20.0,200003.0,200000.0,its4s2_Aerial004-airplanes_blur,200003.0,20006.0,4.0,False,img,nr
20.0,200003.0,200000.0,its4s2_Aerial004-airplanes_blur,200003.0,20007.0,5.0,False,img,nr
20.0,200003.0,200000.0,its4s2_Aerial004-airplanes_blur,200003.0,20008.0,4.0,False,img,nr
20.0,200003.0,200000.0,its4s2_Aerial004-airplanes_blur,200003.0,20009.0,4.0,False,img,nr
20.0,200003.0,200000.0,its4s2_Aerial004-airplanes_blur,200003.0,20010.0,5.0,False,img,nr
20.0,200003.0,200000.0,its4s2_Aerial004-airplanes_blur,200003.0,20011.0,5.0,False,img,nr
20.0,200003.0,200000.0,its4s2_Aerial004-airplanes_blur,200003.0,20012.0,5.0,False,img,nr
20.0,200003.0,200000.0,its4s2_Aerial004-airplanes_blur,200003.0,20013.0,4.0,False,img,nr
20.0,200003.0,200000.0,its4s2_Aerial004-airplanes_blur,200003.0,20014.0,3.0,False,img,nr
20.0,200003.0,200000.0,its4s2_Aerial004-airplanes_blur,200003.0,20015.0,5.0,False,img,nr
20.0,200003.0,200000.0,its4s2_Aerial004-airplanes_blur,200003.0,20016.0,5.0,False,img,nr
20.0,200004.0,200000.0,its4s2_Aerial005-airplanes_blur,200004.0,20001.0,3.0,False,img,nr
20.0,200004.0,200000.0,its4s2_Aerial005-airplanes_blur,200004.0,20002.0,3.0,False,img,nr
20.0,200004.0,200000.0,its4s2_Aerial005-airplanes_blur,200004.0,20003.0,4.0,False,img,nr
20.0,200004.0,200000.0,its4s2_Aerial005-airplanes_blur,200004.0,20004.0,5.0,False,img,nr
20.0,200004.0,200000.0,its4s2_Aerial005-airplanes_blur,200004.0,20005.0,4.0,False,img,nr
20.0,200004.0,200000.0,its4s2_Aerial005-airplanes_blur,200004.0,20006.0,2.0,False,img,nr
20.0,200004.0,200000.0,its4s2_Aerial005-airplanes_blur,200004.0,20007.0,2.0,False,img,nr
20.0,200004.0,200000.0,its4s2_Aerial005-airplanes_blur,200004.0,20008.0,2.0,False,img,nr
20.0,200004.0,200000.0,its4s2_Aerial005-airplanes_blur,200004.0,20009.0,2.0,False,img,nr
20.0,200004.0,200000.0,its4s2_Aerial005-airplanes_blur,200004.0,20010.0,3.0,False,img,nr
20.0,200004.0,200000.0,its4s2_Aerial005-airplanes_blur,200004.0,20011.0,4.0,False,img,nr
20.0,200004.0,200000.0,its4s2_Aerial005-airplanes_blur,200004.0,20012.0,1.0,False,img,nr
20.0,200004.0,200000.0,its4s2_Aerial005-airplanes_blur,200004.0,20013.0,1.0,False,img,nr
20.0,200004.0,200000.0,its4s2_Aerial005-airplanes_blur,200004.0,20014.0,2.0,False,img,nr
20.0,200004.0,200000.0,its4s2_Aerial005-airplanes_blur,200004.0,20015.0,3.0,False,img,nr
20.0,200004.0,200000.0,its4s2_Aerial005-airplanes_blur,200004.0,20016.0,4.0,False,img,nr
20.0,200005.0,200000.0,its4s2_Aerial006-airplanes_blur,200005.0,20001.0,3.0,False,img,nr
20.0,200005.0,200000.0,its4s2_Aerial006-airplanes_blur,200005.0,20002.0,4.0,False,img,nr
20.0,200005.0,200000.0,its4s2_Aerial006-airplanes_blur,200005.0,20003.0,4.0,False,img,nr
20.0,200005.0,200000.0,its4s2_Aerial006-airplanes_blur,200005.0,20004.0,5.0,False,img,nr
20.0,200005.0,200000.0,its4s2_Aerial006-airplanes_blur,200005.0,20005.0,4.0,False,img,nr
20.0,200005.0,200000.0,its4s2_Aerial006-airplanes_blur,200005.0,20006.0,3.0,False,img,nr
20.0,200005.0,200000.0,its4s2_Aerial006-airplanes_blur,200005.0,20007.0,3.0,False,img,nr
20.0,200005.0,200000.0,its4s2_Aerial006-airplanes_blur,200005.0,20008.0,4.0,False,img,nr
20.0,200005.0,200000.0,its4s2_Aerial006-airplanes_blur,200005.0,20009.0,5.0,False,img,nr
20.0,200005.0,200000.0,its4s2_Aerial006-airplanes_blur,200005.0,20010.0,5.0,False,img,nr
20.0,200005.0,200000.0,its4s2_Aerial006-airplanes_blur,200005.0,20011.0,5.0,False,img,nr
20.0,200005.0,200000.0,its4s2_Aerial006-airplanes_blur,200005.0,20012.0,2.0,False,img,nr
20.0,200005.0,200000.0,its4s2_Aerial006-airplanes_blur,200005.0,20013.0,5.0,False,img,nr
20.0,200005.0,200000.0,its4s2_Aerial006-airplanes_blur,200005.0,20014.0,3.0,False,img,nr
20.0,200005.0,200000.0,its4s2_Aerial006-airplanes_blur,200005.0,20015.0,4.0,False,img,nr
20.0,200005.0,200000.0,its4s2_Aerial006-airplanes_blur,200005.0,20016.0,3.0,False,img,nr
20.0,200006.0,200000.0,its4s2_Aerial007-airplanes_blur,200006.0,20001.0,2.0,False,img,nr
20.0,200006.0,200000.0,its4s2_Aerial007-airplanes_blur,200006.0,20002.0,3.0,False,img,nr
20.0,200006.0,200000.0,its4s2_Aerial007-airplanes_blur,200006.0,20003.0,3.0,False,img,nr
20.0,200006.0,200000.0,its4s2_Aerial007-airplanes_blur,200006.0,20004.0,5.0,False,img,nr
20.0,200006.0,200000.0,its4s2_Aerial007-airplanes_blur,200006.0,20005.0,4.0,False,img,nr
20.0,200006.0,200000.0,its4s2_Aerial007-airplanes_blur,200006.0,20006.0,3.0,False,img,nr
20.0,200006.0,200000.0,its4s2_Aerial007-airplanes_blur,200006.0,20007.0,3.0,False,img,nr
20.0,200006.0,200000.0,its4s2_Aerial007-airplanes_blur,200006.0,20008.0,2.0,False,img,nr
20.0,200006.0,200000.0,its4s2_Aerial007-airplanes_blur,200006.0,20009.0,3.0,False,img,nr
20.0,200006.0,200000.0,its4s2_Aerial007-airplanes_blur,200006.0,20010.0,1.0,False,img,nr
20.0,200006.0,200000.0,its4s2_Aerial007-airplanes_blur,200006.0,20011.0,4.0,False,img,nr
20.0,200006.0,200000.0,its4s2_Aerial007-airplanes_blur,200006.0,20012.0,1.0,False,img,nr
20.0,200006.0,200000.0,its4s2_Aerial007-airplanes_blur,200006.0,20013.0,4.0,False,img,nr
20.0,200006.0,200000.0,its4s2_Aerial007-airplanes_blur,200006.0,20014.0,2.0,False,img,nr
20.0,200006.0,200000.0,its4s2_Aerial007-airplanes_blur,200006.0,20015.0,3.0,False,img,nr
20.0,200006.0,200000.0,its4s2_Aerial007-airplanes_blur,200006.0,20016.0,3.0,False,img,nr
20.0,200007.0,200000.0,its4s2_Aerial008-urban_blur,200007.0,20001.0,3.0,False,img,nr
20.0,200007.0,200000.0,its4s2_Aerial008-urban_blur,200007.0,20002.0,2.0,False,img,nr
20.0,200007.0,200000.0,its4s2_Aerial008-urban_blur,200007.0,20003.0,3.0,False,img,nr
20.0,200007.0,200000.0,its4s2_Aerial008-urban_blur,200007.0,20004.0,5.0,False,img,nr
20.0,200007.0,200000.0,its4s2_Aerial008-urban_blur,200007.0,20005.0,3.0,False,img,nr
20.0,200007.0,200000.0,its4s2_Aerial008-urban_blur,200007.0,20006.0,3.0,False,img,nr
20.0,200007.0,200000.0,its4s2_Aerial008-urban_blur,200007.0,20007.0,3.0,False,img,nr
20.0,200007.0,200000.0,its4s2_Aerial008-urban_blur,200007.0,20008.0,3.0,False,img,nr
20.0,200007.0,200000.0,its4s2_Aerial008-urban_blur,200007.0,20009.0,3.0,False,img,nr
20.0,200007.0,200000.0,its4s2_Aerial008-urban_blur,200007.0,20010.0,4.0,False,img,nr
20.0,200007.0,200000.0,its4s2_Aerial008-urban_blur,200007.0,20011.0,4.0,False,img,nr
20.0,200007.0,200000.0,its4s2_Aerial008-urban_blur,200007.0,20012.0,3.0,False,img,nr
20.0,200007.0,200000.0,its4s2_Aerial008-urban_blur,200007.0,20013.0,4.0,False,img,nr
20.0,200007.0,200000.0,its4s2_Aerial008-urban_blur,200007.0,20014.0,1.0,False,img,nr
20.0,200007.0,200000.0,its4s2_Aerial008-urban_blur,200007.0,20015.0,4.0,False,img,nr
20.0,200007.0,200000.0,its4s2_Aerial008-urban_blur,200007.0,20016.0,3.0,False,img,nr
20.0,200008.0,200001.0,its4s2_Aerial009-airplanes_color,200008.0,20001.0,4.0,False,img,nr
20.0,200008.0,200001.0,its4s2_Aerial009-airplanes_color,200008.0,20002.0,5.0,False,img,nr
20.0,200008.0,200001.0,its4s2_Aerial009-airplanes_color,200008.0,20003.0,5.0,False,img,nr
20.0,200008.0,200001.0,its4s2_Aerial009-airplanes_color,200008.0,20004.0,5.0,False,img,nr
20.0,200008.0,200001.0,its4s2_Aerial009-airplanes_color,200008.0,20005.0,4.0,False,img,nr
20.0,200008.0,200001.0,its4s2_Aerial009-airplanes_color,200008.0,20006.0,4.0,False,img,nr
20.0,200008.0,200001.0,its4s2_Aerial009-airplanes_color,200008.0,20007.0,5.0,False,img,nr
20.0,200008.0,200001.0,its4s2_Aerial009-airplanes_color,200008.0,20008.0,5.0,False,img,nr
20.0,200008.0,200001.0,its4s2_Aerial009-airplanes_color,200008.0,20009.0,5.0,False,img,nr
20.0,200008.0,200001.0,its4s2_Aerial009-airplanes_color,200008.0,20010.0,4.0,False,img,nr
20.0,200008.0,200001.0,its4s2_Aerial009-airplanes_color,200008.0,20011.0,5.0,False,img,nr
20.0,200008.0,200001.0,its4s2_Aerial009-airplanes_color,200008.0,20012.0,3.0,False,img,nr
20.0,200008.0,200001.0,its4s2_Aerial009-airplanes_color,200008.0,20013.0,5.0,False,img,nr
20.0,200008.0,200001.0,its4s2_Aerial009-airplanes_color,200008.0,20014.0,4.0,False,img,nr
20.0,200008.0,200001.0,its4s2_Aerial009-airplanes_color,200008.0,20015.0,5.0,False,img,nr
20.0,200008.0,200001.0,its4s2_Aerial009-airplanes_color,200008.0,20016.0,5.0,False,img,nr
20.0,200009.0,200001.0,its4s2_Aerial010-airplanes_color,200009.0,20001.0,3.0,False,img,nr
20.0,200009.0,200001.0,its4s2_Aerial010-airplanes_color,200009.0,20002.0,4.0,False,img,nr
20.0,200009.0,200001.0,its4s2_Aerial010-airplanes_color,200009.0,20003.0,5.0,False,img,nr
20.0,200009.0,200001.0,its4s2_Aerial010-airplanes_color,200009.0,20004.0,5.0,False,img,nr
20.0,200009.0,200001.0,its4s2_Aerial010-airplanes_color,200009.0,20005.0,4.0,False,img,nr
20.0,200009.0,200001.0,its4s2_Aerial010-airplanes_color,200009.0,20006.0,4.0,False,img,nr
20.0,200009.0,200001.0,its4s2_Aerial010-airplanes_color,200009.0,20007.0,4.0,False,img,nr
20.0,200009.0,200001.0,its4s2_Aerial010-airplanes_color,200009.0,20008.0,3.0,False,img,nr
20.0,200009.0,200001.0,its4s2_Aerial010-airplanes_color,200009.0,20009.0,4.0,False,img,nr
20.0,200009.0,200001.0,its4s2_Aerial010-airplanes_color,200009.0,20010.0,4.0,False,img,nr
20.0,200009.0,200001.0,its4s2_Aerial010-airplanes_color,200009.0,20011.0,4.0,False,img,nr
20.0,200009.0,200001.0,its4s2_Aerial010-airplanes_color,200009.0,20012.0,2.0,False,img,nr
20.0,200009.0,200001.0,its4s2_Aerial010-airplanes_color,200009.0,20013.0,5.0,False,img,nr
20.0,200009.0,200001.0,its4s2_Aerial010-airplanes_color,200009.0,20014.0,4.0,False,img,nr
20.0,200009.0,200001.0,its4s2_Aerial010-airplanes_color,200009.0,20015.0,5.0,False,img,nr
20.0,200009.0,200001.0,its4s2_Aerial010-airplanes_color,200009.0,20016.0,4.0,False,img,nr
20.0,200010.0,200001.0,its4s2_Aerial011-airplanes_color,200010.0,20001.0,4.0,False,img,nr
20.0,200010.0,200001.0,its4s2_Aerial011-airplanes_color,200010.0,20002.0,5.0,False,img,nr
20.0,200010.0,200001.0,its4s2_Aerial011-airplanes_color,200010.0,20003.0,5.0,False,img,nr
20.0,200010.0,200001.0,its4s2_Aerial011-airplanes_color,200010.0,20004.0,5.0,False,img,nr
20.0,200010.0,200001.0,its4s2_Aerial011-airplanes_color,200010.0,20005.0,5.0,False,img,nr
20.0,200010.0,200001.0,its4s2_Aerial011-airplanes_color,200010.0,20006.0,5.0,False,img,nr
20.0,200010.0,200001.0,its4s2_Aerial011-airplanes_color,200010.0,20007.0,5.0,False,img,nr
20.0,200010.0,200001.0,its4s2_Aerial011-airplanes_color,200010.0,20008.0,5.0,False,img,nr
20.0,200010.0,200001.0,its4s2_Aerial011-airplanes_color,200010.0,20009.0,5.0,False,img,nr
20.0,200010.0,200001.0,its4s2_Aerial011-airplanes_color,200010.0,20010.0,5.0,False,img,nr
20.0,200010.0,200001.0,its4s2_Aerial011-airplanes_color,200010.0,20011.0,5.0,False,img,nr
20.0,200010.0,200001.0,its4s2_Aerial011-airplanes_color,200010.0,20012.0,5.0,False,img,nr
20.0,200010.0,200001.0,its4s2_Aerial011-airplanes_color,200010.0,20013.0,5.0,False,img,nr
20.0,200010.0,200001.0,its4s2_Aerial011-airplanes_color,200010.0,20014.0,5.0,False,img,nr
20.0,200010.0,200001.0,its4s2_Aerial011-airplanes_color,200010.0,20015.0,5.0,False,img,nr
20.0,200010.0,200001.0,its4s2_Aerial011-airplanes_color,200010.0,20016.0,5.0,False,img,nr
20.0,200011.0,200001.0,its4s2_Aerial012-airplanes_color,200011.0,20001.0,3.0,False,img,nr
20.0,200011.0,200001.0,its4s2_Aerial012-airplanes_color,200011.0,20002.0,4.0,False,img,nr
20.0,200011.0,200001.0,its4s2_Aerial012-airplanes_color,200011.0,20003.0,5.0,False,img,nr
20.0,200011.0,200001.0,its4s2_Aerial012-airplanes_color,200011.0,20004.0,5.0,False,img,nr
20.0,200011.0,200001.0,its4s2_Aerial012-airplanes_color,200011.0,20005.0,5.0,False,img,nr
20.0,200011.0,200001.0,its4s2_Aerial012-airplanes_color,200011.0,20006.0,4.0,False,img,nr
20.0,200011.0,200001.0,its4s2_Aerial012-airplanes_color,200011.0,20007.0,5.0,False,img,nr
20.0,200011.0,200001.0,its4s2_Aerial012-airplanes_color,200011.0,20008.0,4.0,False,img,nr
20.0,200011.0,200001.0,its4s2_Aerial012-airplanes_color,200011.0,20009.0,5.0,False,img,nr
20.0,200011.0,200001.0,its4s2_Aerial012-airplanes_color,200011.0,20010.0,4.0,False,img,nr
20.0,200011.0,200001.0,its4s2_Aerial012-airplanes_color,200011.0,20011.0,5.0,False,img,nr
20.0,200011.0,200001.0,its4s2_Aerial012-airplanes_color,200011.0,20012.0,4.0,False,img,nr
20.0,200011.0,200001.0,its4s2_Aerial012-airplanes_color,200011.0,20013.0,5.0,False,img,nr
20.0,200011.0,200001.0,its4s2_Aerial012-airplanes_color,200011.0,20014.0,1.0,False,img,nr
20.0,200011.0,200001.0,its4s2_Aerial012-airplanes_color,200011.0,20015.0,4.0,False,img,nr
20.0,200011.0,200001.0,its4s2_Aerial012-airplanes_color,200011.0,20016.0,4.0,False,img,nr
20.0,200012.0,200001.0,its4s2_Aerial013-sky_color,200012.0,20001.0,4.0,False,img,nr
20.0,200012.0,200001.0,its4s2_Aerial013-sky_color,200012.0,20002.0,3.0,False,img,nr
20.0,200012.0,200001.0,its4s2_Aerial013-sky_color,200012.0,20003.0,5.0,False,img,nr
20.0,200012.0,200001.0,its4s2_Aerial013-sky_color,200012.0,20004.0,5.0,False,img,nr
20.0,200012.0,200001.0,its4s2_Aerial013-sky_color,200012.0,20005.0,5.0,False,img,nr
20.0,200012.0,200001.0,its4s2_Aerial013-sky_color,200012.0,20006.0,3.0,False,img,nr
20.0,200012.0,200001.0,its4s2_Aerial013-sky_color,200012.0,20007.0,5.0,False,img,nr
20.0,200012.0,200001.0,its4s2_Aerial013-sky_color,200012.0,20008.0,5.0,False,img,nr
20.0,200012.0,200001.0,its4s2_Aerial013-sky_color,200012.0,20009.0,5.0,False,img,nr
20.0,200012.0,200001.0,its4s2_Aerial013-sky_color,200012.0,20010.0,4.0,False,img,nr
20.0,200012.0,200001.0,its4s2_Aerial013-sky_color,200012.0,20011.0,5.0,False,img,nr
20.0,200012.0,200001.0,its4s2_Aerial013-sky_color,200012.0,20012.0,5.0,False,img,nr
20.0,200012.0,200001.0,its4s2_Aerial013-sky_color,200012.0,20013.0,4.0,False,img,nr
20.0,200012.0,200001.0,its4s2_Aerial013-sky_color,200012.0,20014.0,5.0,False,img,nr
20.0,200012.0,200001.0,its4s2_Aerial013-sky_color,200012.0,20015.0,5.0,False,img,nr
20.0,200012.0,200001.0,its4s2_Aerial013-sky_color,200012.0,20016.0,4.0,False,img,nr
20.0,200013.0,200002.0,its4s2_Aerial014-aerial_exposure,200013.0,20001.0,4.0,False,img,nr
20.0,200013.0,200002.0,its4s2_Aerial014-aerial_exposure,200013.0,20002.0,3.0,False,img,nr
20.0,200013.0,200002.0,its4s2_Aerial014-aerial_exposure,200013.0,20003.0,4.0,False,img,nr
20.0,200013.0,200002.0,its4s2_Aerial014-aerial_exposure,200013.0,20004.0,4.0,False,img,nr
20.0,200013.0,200002.0,its4s2_Aerial014-aerial_exposure,200013.0,20005.0,4.0,False,img,nr
20.0,200013.0,200002.0,its4s2_Aerial014-aerial_exposure,200013.0,20006.0,3.0,False,img,nr
20.0,200013.0,200002.0,its4s2_Aerial014-aerial_exposure,200013.0,20007.0,4.0,False,img,nr
20.0,200013.0,200002.0,its4s2_Aerial014-aerial_exposure,200013.0,20008.0,3.0,False,img,nr
20.0,200013.0,200002.0,its4s2_Aerial014-aerial_exposure,200013.0,20009.0,3.0,False,img,nr
20.0,200013.0,200002.0,its4s2_Aerial014-aerial_exposure,200013.0,20010.0,3.0,False,img,nr
20.0,200013.0,200002.0,its4s2_Aerial014-aerial_exposure,200013.0,20011.0,3.0,False,img,nr
20.0,200013.0,200002.0,its4s2_Aerial014-aerial_exposure,200013.0,20012.0,4.0,False,img,nr
20.0,200013.0,200002.0,its4s2_Aerial014-aerial_exposure,200013.0,20013.0,5.0,False,img,nr
20.0,200013.0,200002.0,its4s2_Aerial014-aerial_exposure,200013.0,20014.0,3.0,False,img,nr
20.0,200013.0,200002.0,its4s2_Aerial014-aerial_exposure,200013.0,20015.0,4.0,False,img,nr
20.0,200013.0,200002.0,its4s2_Aerial014-aerial_exposure,200013.0,20016.0,4.0,False,img,nr
20.0,200014.0,200002.0,its4s2_Aerial015-aerial_exposure,200014.0,20001.0,4.0,False,img,nr
20.0,200014.0,200002.0,its4s2_Aerial015-aerial_exposure,200014.0,20002.0,4.0,False,img,nr
20.0,200014.0,200002.0,its4s2_Aerial015-aerial_exposure,200014.0,20003.0,4.0,False,img,nr
20.0,200014.0,200002.0,its4s2_Aerial015-aerial_exposure,200014.0,20004.0,4.0,False,img,nr
20.0,200014.0,200002.0,its4s2_Aerial015-aerial_exposure,200014.0,20005.0,4.0,False,img,nr
20.0,200014.0,200002.0,its4s2_Aerial015-aerial_exposure,200014.0,20006.0,2.0,False,img,nr
20.0,200014.0,200002.0,its4s2_Aerial015-aerial_exposure,200014.0,20007.0,4.0,False,img,nr
20.0,200014.0,200002.0,its4s2_Aerial015-aerial_exposure,200014.0,20008.0,4.0,False,img,nr
20.0,200014.0,200002.0,its4s2_Aerial015-aerial_exposure,200014.0,20009.0,3.0,False,img,nr
20.0,200014.0,200002.0,its4s2_Aerial015-aerial_exposure,200014.0,20010.0,3.0,False,img,nr
20.0,200014.0,200002.0,its4s2_Aerial015-aerial_exposure,200014.0,20011.0,4.0,False,img,nr
20.0,200014.0,200002.0,its4s2_Aerial015-aerial_exposure,200014.0,20012.0,2.0,False,img,nr
20.0,200014.0,200002.0,its4s2_Aerial015-aerial_exposure,200014.0,20013.0,5.0,False,img,nr
20.0,200014.0,200002.0,its4s2_Aerial015-aerial_exposure,200014.0,20014.0,2.0,False,img,nr
20.0,200014.0,200002.0,its4s2_Aerial015-aerial_exposure,200014.0,20015.0,5.0,False,img,nr
20.0,200014.0,200002.0,its4s2_Aerial015-aerial_exposure,200014.0,20016.0,4.0,False,img,nr
20.0,200015.0,200002.0,its4s2_Aerial016-aerial_exposure,200015.0,20001.0,3.0,False,img,nr
20.0,200015.0,200002.0,its4s2_Aerial016-aerial_exposure,200015.0,20002.0,4.0,False,img,nr
20.0,200015.0,200002.0,its4s2_Aerial016-aerial_exposure,200015.0,20003.0,4.0,False,img,nr
20.0,200015.0,200002.0,its4s2_Aerial016-aerial_exposure,200015.0,20004.0,5.0,False,img,nr
20.0,200015.0,200002.0,its4s2_Aerial016-aerial_exposure,200015.0,20005.0,4.0,False,img,nr
20.0,200015.0,200002.0,its4s2_Aerial016-aerial_exposure,200015.0,20006.0,4.0,False,img,nr
20.0,200015.0,200002.0,its4s2_Aerial016-aerial_exposure,200015.0,20007.0,3.0,False,img,nr
20.0,200015.0,200002.0,its4s2_Aerial016-aerial_exposure,200015.0,20008.0,5.0,False,img,nr
20.0,200015.0,200002.0,its4s2_Aerial016-aerial_exposure,200015.0,20009.0,4.0,False,img,nr
20.0,200015.0,200002.0,its4s2_Aerial016-aerial_exposure,200015.0,20010.0,3.0,False,img,nr
20.0,200015.0,200002.0,its4s2_Aerial016-aerial_exposure,200015.0,20011.0,4.0,False,img,nr
20.0,200015.0,200002.0,its4s2_Aerial016-aerial_exposure,200015.0,20012.0,2.0,False,img,nr
20.0,200015.0,200002.0,its4s2_Aerial016-aerial_exposure,200015.0,20013.0,5.0,False,img,nr
20.0,200015.0,200002.0,its4s2_Aerial016-aerial_exposure,200015.0,20014.0,1.0,False,img,nr
20.0,200015.0,200002.0,its4s2_Aerial016-aerial_exposure,200015.0,20015.0,4.0,False,img,nr
20.0,200015.0,200002.0,its4s2_Aerial016-aerial_exposure,200015.0,20016.0,4.0,False,img,nr
20.0,200016.0,200002.0,its4s2_Aerial017-aerial_exposure,200016.0,20001.0,3.0,False,img,nr
20.0,200016.0,200002.0,its4s2_Aerial017-aerial_exposure,200016.0,20002.0,4.0,False,img,nr
20.0,200016.0,200002.0,its4s2_Aerial017-aerial_exposure,200016.0,20003.0,4.0,False,img,nr
20.0,200016.0,200002.0,its4s2_Aerial017-aerial_exposure,200016.0,20004.0,3.0,False,img,nr
